comment,sentiment
"A hypnotic blend of Celtic cool and moody early techno.: Ultravox expand on their trademark distant European synthesizer song by absorbing elements of World and Celtic mythology. Frontman ""Midge"" Ure makes reference to the spirits and stone monuments of his Scottish heritage in ""Man of Two Worlds"", and bares a lovelorn soul in ""A Friend I Call Desire"" and ""When the Time Comes"". This release also features one of Ultravox's final hits, the apocalypse-themed ""Dancing With Tears In My Eyes"". You'll find a more personal, more human Ultravox here...a thoroughly enjoyable set for the U-Vox fan.",1
"Ensure Butter Pecan: I think this is a great product. I use it as a nutritional meal replacement/snack. It contains a little bit of everything to keep me going when I don't have time to eat a well balanced meal, and on top of it all it tastes great. This shake is a great way to ""eat"" something healthy and stay fueled when you're on the go... good value, good flavor, good nutrition. There really isn't anything negative I could say about this product. Perhaps one could complain about too many calories coming in the form of sugars, but for my purposes the extra carbs only add to the ""well-balanced"" formula.",1
Great Product: We buy this product for my father-in-law in Georgia. It's great to know he's getting extra nutrition. The ordering and delivery are simple and quick.,1
"nutrition drink: This drink is tasty and good for your bones and it is a nutritious drink. What I like most about this drink is that it provided 25% of DV = Daily Values based on a 2,000 calorie diet per serving (8fl oz)= one bottle. And nutrition to help get strong on the inside.",1
"Bonus:Tastes Good!: I am type 2 diabetic and have a problem with my blood sugar crashing. Sipping a container of this brings it back up and will keep it up longer than a highdose of a sugar drink,plus it has nutritional value.Great for an easy between meals snack.You can buy a pack at Wal-Mart to try it. A case delivered right to your door containing six packs is a bargain and convenient.Size stores easy in your fridge.Great buy from Amazon,right to your door no shipping charges,PDQ.",1
"Bear McCreary is a genius composer: The soundtrack sounded refreshing and unique. Many of the tracks left a chilling impression on me, especially Passacagl ia, Kobal's Last Gleaming, and The Shape of Things to Come.Two Funerals, and Forgiven has that nice emotional feeling to it.The music that accompanied the battle scenes and tense situations in the show is amazing, the fast beating of drums and etc. enhances the tension. McCreary knows how to compose.All in all, the soundtrack has a wide range of style and sound to it in each track, from Classical Symphony, New Age, and a little bit of Techno.",1
"What: Amazon asked me to make this, but if you are a fan it wont matter it will not matter. If not well let's say this series explores the idea of faith in a different way...",1
"not bad but not great: It was nice to hear the familiar sounds from the show but I was disappointed a little. I don't think the songs were as well rounded as I wanted. In any case, I use it for meditation with only mild irritation.",1
not good: the titles were much too short. Some less than a minute. I'd begin to enjoy it and it was over.,0
"Amazing.: I am a huge fan of the New BG. While watching Season One's episodes, I kept saying to myself: ""I wish I had this music."" Well, now I do. And, it is amazing!!! The composer has taken many differnt types of music from all around the world and blended them together into someting epic. He mixes Tribal, Celtic, Arabic, Electronic, Opera, and Romantic Classical music, and Muzac, into a sound that is compleatly unique, spectacular, emotional, touching, violent, and just about every other description that you can think of. The drums get a little tedious, but in all, this is definitly a ""must hear"".Of all the tracks, my favorite must be the Celtic ""Wonder My Friends"" It's both beautiful and heartbreaking. I feel moved every time I hear it.",1
"This really is the Best Sci-Fi Show out there at the moment: If you thought the first soundtrack to the mini-series was good then this goes beyond that. This is just pure sci-fi at its greatness, blending an ethnic vocals over dreamscape and moving music. This really works with the series 1 and in my opinion this is one of the best sci-fi shows that are out that moment, even better than its competitors Stargate SG1/Atlantis.Combining sturring score with a series that has greatness all over it, I'd buy the season 1 also with it, its well worth it.",1
"If you're a fan of the show, you probably already own this.: To start, I got this soundtrack simply because of ""Shape of Things to Come"" and ""Pascagalia"". Those two tracks alone are worth the price. What Bear McCreary does that is refreshing is he takes the standard TV music score and turns it from a simple music cue to feel sad or anxious or happy into an experience in itself--something to be enjoyed independently of the action on the screen. Particularly with the pieces from ""Kobol's Last Gleaming"", he creates orchestral pieces that more than stand on their own as simply enjoyable works. McCreary's music adds a richness to the show that hard to qualify; it's just...there being awesome. Not too bombastic, techno, or new agey, it's always just right.",1
BSG Season 1 Audio CD: Bear McCreary did a wonderful job on this music. It is a true compliment to the brilliant writing of the show as well as to the superb acting.,1
"Available!!: One of my favorite artists, and (IMHO) one of his nicest pieces of work--bluesy, heartfelt, slightly off-center. An underappreciated artist-- perhaps best known for his collaboration with John Hall on the early King Missile albums. It's great to see that this is still available. Shimmyshimmyshimmy disc (they're all great)!",1
"BERRY SPECIAL PETS!!!: I found this DVD to be so cute, just like the other ones. It was great meeting all the different pets in strawberryland! My only ""pet peeve"" is that Blueberry Muffin and her pet mouse Cheesecake were not in the episode at all!They are one of my favorite character duos. That was the only real let down, other than that I would have given it 5 stars. All the pets rule!P.S- Custards whiny, selfish, spoiled attitude kind of got on my nerves in the first episode.",1
"A satisfying, inexpensive version: This lacks perhaps the last ounce of finesse and impact that you can get on the very best versions (Gardiner, Bernstein/NYPO, Solti/LPO), but it beats out many recordings available at full price. Geoffrey Simon is excellent at colorful scores like this, and the LSO play predictably well. This is easily the best recording available at ""budget"" price - heads above the Naxos recording both in orchestral execution and recording quality.",1
"This is a REALLY good recording!: I bought this CD based on the recommendations of reviewers at Amazon and was not disappointed. I heard the Jupiter piece on my local classical station and in movie soundtracks and wanted to own it on CD but within a budget. This CD fits the bill. I am not a true classical afficianado (sp?), just an average person who happens to like a few classical pieces, so I admit that there may be recordings by other orchestras that are better and held up as the ""gold standard"" by true music lovers. But I think this one is very good and I highly recommend it as an affordable, well done orchestration of Holst's Planets.",1
The best music ever written. I mean EVER!!: Holst was an absolute genious. When he wrote this music it was a good day. Every song on this CD is a taste of heaven. THE BEST!!!,1
"VISIT THE STARS!!: We played ""Mars, the Bringer of War"" in band, and I was hooked. My favorites are Jupitor, Mars, and Uranus, in that order. Listen to them all!",1
"Low price, low quality: The Planets got me interested in classical music, and I've had the LA Philharmonic Orchestra version for a while. I had heard that the London Symphony Orchestra version was supposed to be the best, but then I got this version and quickly realized that I already had a better version. When listening to this version I kept thinking the musicians only showed up because they had to and that they were just waiting for the day to end. This version seems to lack motivation, and I think I'll avoid anything else by the London Symphony Orchestra because it will probably be boring. Overall, very disappointing.",0
"Frustrated and Annoyed: It has been a month since I ordered this product and I am yet to have it delivered. I am leery to try to puchase a copy elsewhere as I may end up with two copies. I have written to them, but they have not replied. I wonder if they are out of business?",0
"Lowbrow rendition of Holst: Skip this version. The price underscores the delivery - low price, low expectations. Mars, Bringer of War comes across like Boyscout, Bringer of Marshmallows. This wonderful work is defiled by conductor Simon. It sounds like it was recorded by the GW Bush middle-school band instead of the LSO. Sad.",0
math review: although i didn't buy this book yet i have read it. as an eager mathematics student i found it to be compelling. i totally loved it. i have never found a book that displays such an abundance of information without confusing the reader. i'm 15 and in calculus so it wasn't hard reading but i still wish i had it. i find times when it would have been very useful in remembering important topics connected to parametric and polar coordinates. i especially would find it useful for my small side learning of multivaraible calculus where it's information on spherical and cylindrical coordinate systems would be very helpful. throughout the book i was interested and i would recommend it to anyone who likes math,1
"Calypso Magic By Catherine Coulter: I loved this book but then I like all of Catherine Coulters' books. All three of the books in the Magic Trilogy were great. If you haven't read any of Catherine Coulters books, you are really missing out. I classify her as #2 and Nora Roberts as #1 of all women authors out there today.",1
"Calypso Magic: I have liked a number of Catherine Coulter's books for many years, but in this one she turns a good story into pornography! I was completely disgusted.",0
"An insult to intelligent women: From beginning to end nothing but a woman reduced by verbal and physical abuse, then finally rape. My apologies but this implausible herione continues to forgive him. I will never pick up another Catherine Coulter book for I am not a masochist.",0
"things didnt add up: the characters weren't consistent. The heroine starts out blunt and witty, willing to stand up for herself no matter what and by the end can't speak up to defend herself adequitely. Pretty cover, fun sparring of words, but inconsistent.",0
"Catherine spins a tale full of laughter and mystery,again!: I have been a great fan of Cathrine Coulter for a year now...My friend introduced her with a book given to me on my birthday...I just finished reading Calypso Magic,which is witty and full of intrigue...Lyon and Diana's constant arguements soon have them both enjoying and needing each other-stranded on an island is just the place for both of them to realize they both love each other...and,the evil on Savarol Island bring them closer.I haven't read the rest of The Magic Trilogy,but i am looking forward to it!",1
"Not Romantic: I couldn't even get half-way through this book. The characters are shallow and unreal, and the man is way too mean. It was ridiculous and unromantic, and I gave up not too far in and threw it in the trash where it belongs.",0
"No picture, no description either, just a part number?: I can see no reason to even list this, without a picture or even a description of it. You could steal it off the cruz tool website at least.How many pieces are there? What's it made of, how is it finished? What drive sizes are included? What socket sizes are included, if any? 6 point or 12 point sockets if any?",0
"Very diverse and well crafted work.: I first heard this album in a car, and so I didn't know who it was for a long time. But after I found out, I got this album because it had been very memorable. ""Frontier Psychiatrist"" and ""Avalanche Rock"" stick in my head the most, but I give just as much approval and recommmendation to all the other tracks on this album. It is a very well synthesized album and is definitely on the lines of original....",1
"Instant Favorite: If only I had short term memory loss and I could listen to this album over and over for the first time. They take pop music from the last few decades and make sense of it all. How? By cutting splinters of old albums and blending the samples into a well concocted cocktail called ""Since I Left You."" Listen for familiar samples or sit back and just enjoy it all for the first time--it works either way. It runs the gamut between disco to breaks, funk, pop, & lounge, all sitting in a martini glass made of kitsch. Comparable artists are Lemon Jelly & Timewriter, but Avalanches have their own twist, and perfected it on the first try.",1
"When Different Stops Being Good: I don't understand the huge praises of this album I have heard. It starts as though someone is entering a huge gathering of people where everyone seems to be least bothered about each other.These people are completely lost and have given themselves away to the moment. The only thing quite good about Avalanches is their ability in choosing a name for their band and an even better title for their album . The music lacks shape,direction and sounds nothing but monotonous. I have known a lot of music to grow on me but Avalanches refuses to budge from it's chaotic boredom. There is way too much good music in life than to sacrifice my time on Avalanches. I wish they tried not to make the album sound like a 50 min breather of coming back to life significance (much forced)Try some real music, get these albums -The Cure - Seventeen Seconds/DisintegrationCocteau Twins - Blue Bell Knoll/Heaven Or Las Vegas",0
"Looks like a stuff up: The CD displayed is not Yes Indeed by Ray Charles, which I would dearly love to have.",0
"flights of fantasy / underground fire: These albums by The Ventures are not only rare(Out of print), but probably the most unique...flights of fantasy was done with Nokie Edwards on lead guitar & Underground Fire with Gerry McGee on lead guitar.Both preceded the Super psychedelic album & Swamp Rock album which were two strange, yet awe striking .I would recommend this for the advid collector as well as the one first album of your collection...On The Flights of Fantasy, the tune with the same name is awesome and on the underground fire ""The Wild Angels"" is a step beyond The Ventures normal routines...I personally waited on this and the wait was worth it.Flights of Fantasy / Underground Fire",1
"Pleasant 60's style R&B..but not the real Platters!: If you like top 40 sounds that could be ""anygroup"", this is ok.....nothing to distinguish it from other groups. This is definitely not an album for people who want the smooth, emotional sound of the original Platters. Sonny Tuner does a creditable job as lead, but is definitely not a Tony Williams!!",0
"What a waste of talent: I could not believe that with such a great cast list I could be so totally bored! There is not a single rectifying statement I can make about this film. Oliver Reed, Michael York and John Mills - acting greats, all - are totally wasted in this venture into Cartland insipidity. The dialogue and ""action"" are filled with cliches, and there could not be a flatter relationship than that between Grant and Anthony - not one spark! Don't waste your time and money.",0
"Pretty to look at but not much else.: A romance set in 17th century England should be irresistable to me; especially one with such gorgeous costumes and scenery as this. However, this movie not only suffers from an insipid, silly storyline but from bad dialog as well. All you have to do is watch the very first scene of the movie for a shining example of truly awful dialog. I read Barbara Cartland novels when I was in my early to mid-teens and the story reminds me of some of the romantic tales my gal pal and I would cook up just for fun. Even so, I will give the movie two stars for its beautiful and mostly accurate costumes, especially the women's. It is also nice but rather surprising to see revered veteran actors like John Mills, Robert Morley and Gordon Jackson playing smaller roles in the movie.Unfortunately the video tape quality is awful and was almost unwatchable in the beginning. Luckily the tape was a gift and I didn't spend a dime on it!",0
"What a stinker!!!: I wasn't expecting high art when I bought this movie but I was at least expecting good acting considering the cast. This movie was so bad it was funny. I watched with a friend and we ended up making comments similar to those on Mystery Science Theater just to stay mildly entertained. The story was lame (to be expected) but the acting was lousy with the exception of Oliver Reed who was pretty good as the bad guy. All this on top of a truly hokey sound track. I have seen other movies in this genre, but YIKES this one takes the cake as the worst by far!",0
"Stand there and look pretty...: Probably watched this move 50x in my youth because it was one of my older sisters' favorites.""The Lady and the Highwayman"" is a great love story (thanks, Barbara Cartland*) but the acting of the girl (Lysette Anthony) is so bad! Typical Hugh Grant (+ long hair) and the villaneous Oliver Reed are both a delight. But the girl... My sisters and I now hold her acting in this movie as the perfect example of pretty, dumb blond who was told, ""stand there and look pretty.""Nevertheless if you have sarcastic taste in movies (as I do, 4 stars) it is a fun movie to watch especially for the early-years of High Grant.*If this is your first foray into Barbara Cartland land, I'd suggest ""A Hazard of Hearts"" (1987) with a young Helena Bonham Carter instead.",1
"Terrible!: Despite the fact that the cast includes Hugh Grant, this movie is a waste of time. Historical inaccuracy abounds - how many 17th century woman wore pounds of make-up and had such vividly died hair?",0
"not even worth buy from the discount bin: ...Alas, the print quality is terribly bad. It looks like it was made from a video tape that's been copied over and over and over - dark, fuzzy, flattened colors. So, I couldn't even appreciate the lovely costumes and settings.The story is so badly predictable and corny, the dialog is stilted, and the editing is terribly choppy. It's silly. It's boring. Not even a terrific cast (Hugh Grant, Oliver Reed, Michael York to name a few) could lift this one out of the doldrums.Pass on this one.",0
"If only I could give this movie an even lower rating...: The picture quality is HORRIBLE (and the sound is just as bad) Blurry, shaky, and the speed is off as well.The movie itself wasn't much better and Hugh Grant is barely recognizable. Save your money and let this one go by.",0
The Lady and the Highwayman: Story line was fair but the color was terrible and fuzzy. Wasn't worth watching or the price no matter how low the cost was.,0
"As seen on TV.: I bought this DVD b/c i had seen it on t.v before and just love old-fashioned romances esp.starring Hugh Grant. However, i didn't think the quality of pixels were that clear. Overall, still a good movie.",1
"Poorly reproduced, poorly directed: The copy of this I received, and I assume they are all alike, was very poor in video quality, not even as good as VHS. To add insult to injury, it seemed almost amateurish in direction and editing. While I realize that most films are shot scene by scene, usually clever editing and splicing makes a smoothly flowing final product. This actually looks like something high schoolers would have done with 8mm reels years ago. Hugh Grant is handsome, of course, and at least one of the female actors was very attractive, but looks alone can't save a film. Sorry to be so harsh, but I would say steer clear of this one.",0
"The quality of this DVD: I'm fond of movies set in older times and usually there is no problem with viewing them. This DVD however is a very bad one. I'm not reviewing the movie's plot, simply the condition of the DVD itself. The entire movie was quite blurry and in some of the scenes set in a cave, I was unable to see well enough to follow the action. Near the end of the movie strange tracking lines began running up the DVD and I've never seen that on any DVD before, only VHS tapes. Now I'm wondering if this was simply copied from someone's old badly taken care of VHS tape. I'm very disappointed because I had looked forward to seeing this movie. I really cannot recommend these DVDs to anyone.",0
old moviefan: don't buy this CD. The quality is terrible. Obviously the original film needs to be redone before they should even try to sell it which they did not do.,0
Bad: This movie is so bad that it's hilarious. Seriously. I thought at first it might be a spoof it was so silly. It's kinda hard to believe Hugh Grant still managed to have a great career after this!,0
"I Kept Falling Asleep: I am a Grant fan but I prefer his movies that were made latter in his career. This movie was made in the 80's based upon how young Grant looked. Next time I will do a better job in determining when the film was made prior to purchase. Otherwise I would not have rented the film. Therefore, my review of this film is not positive--as expected.Disappointing at best. I kept falling asleep, so maybe I missed some thrilling and defining moments. Regardless, character development was predictable, boring and silly.I do not recommend. Cheers!",0
"Well Done: I am not familiar with this conductor ""hartmut Haenchen"". But it is no matter. The entire rendering is beautiful, particularly the adagio. Having heard the 3rd by some great conductors, this one stands on it's own right. Very pleasurable.",1
"Pro's and con's of the Deluxe Edition Scrabble Game: I'm disappointed and delighted about my new Scrabble Deluxe game.The two things I am very disapointed at is the cheap plastic hinges that fold the game up breaks off after about the third time we opened it.Very cheesy and cheap.Also, the turntable for the game is not what we expected. We thought for $44. we should have at least had a turntable like a lazy Susan, but it rolls on casters which will mar a wooden table. I want my money back or a replacement, so now I will have to pursue that avenue. So, if cheap hinges, and no good turning board are your thing have at it.I am delighted with the size of the board and more letters and score points. Takes three hours of good old fashioned fun to finish.",0
"Disappointed: I bought this for my grandson because we love to play Scrabble and he wanted the rotating board with raised tile boxes. When we opened this we were surprised to see that it does NOT have a rotating base, it has some metal beads on the bottom that allow it to turn...if it is on a very smooth surface and even then it doesnt turn well. The board folds in the middle so the tiles down the middle don't sit well and the plastic board surface is not glued down properly. Also, Super Scrabble is a different game with double the amount of tiles to play and a much bigger board so that a game of Scrabble will take much, much longer to play.For $40 I expected better quality. We only kept it because I bought it online and didn't want to jump through the hoops of returning it via mail with shipping costs.",0
Great game but board poorly constructed: The plastic grid arrived in warped condition making tile placement difficult in the affected areas of the grid. While it still is playable the warped grid is distracting and disappointing.,0
"Great for the brain: The Super Scrabble Deluxe is my favorite game. And the customer service from Amazon was wonderful. I will be shopping with them again, and will tell my friends about the great service",1
"Awful version of a great game: I can't beleive how poorly designed this version is. The featherweight tiny plastic letters are too hard to pick up and manipulate. This is especially hard when trying to place them on the board in between those little plastic nibs at each corner of the board squares. The plastic letter holders are too lightweight and get knocked over easily. I'll also complain about the double amount of letters available. Sounds like a good idea, but in use it makes getting letters you need more rare... and getting too many of a particular vowel too often. The end result is a game that takes more than one night to finish. It's frustrating when playing with kids.",0
"Super Scrabble: This is simply the Cadillac of Scrabble games. If you play Scrabble, this is the only way to go!!!",1
"no information given about this product by amazon: This is not the scrabble game I was expecting.I bought it because of the raised grids, which it has. However it also has twice the number of spaces and letters. The board is much larger than the standard game.No such information was given by Amazon. I had to pay for return shipping which I did not appreciate. Be sure you understand what super deluxe means before you purchase this game.",0
"not the real scrabble: This was a mistake. I thought I was buying regular scrabble with the rotating board, which my daughter has always wanted. I have a set like this and she always comments about how nice it is when we play. When she opened it to play, she found it was some other version of the game and was very disappointed. Now she must go through the hassle of returning it by January 31 to get the delux real scrabble. I will never make a purchase like this online again.Claire Quaglieri",0
"LOVE it!: I love Scrabble! It's always been my favorite game. Well, this one takes Scrabble to a new level! It takes an already fun game, and makes it even more adicting! This is my new favorite game. I gave one to my adult daughter, and she loves it too. I highly recommend it!",1
"super scrabble deluxe: scrabble is scrabble, and more spaces, and more letters along with the quadruple scoring squares is just better. the only thing I was disappointed in was the way it rotates. there are ball bearings on the bottom, so it rolls rather than rotates. I was expecting a stand that rotated, like the older version of regular scrabble deluxe. but it is still a lot of fun",1
"Design, Craftmanship, & Challenge of Game: The design and craftmanship of this board is very poor. They use inexpensive plastic hinges on each end which causes ""warping"" of the thin plastic used. If they would 'spring' for two additional plastic hinges between each end it would greatly help in reducing the warping of the board. As it is I am expecting my third shipment in hopes of finally receiving ""one"" board that isn't warped and I can lay my letters flat. Upon picking up the board one has to be extremely careful as it tends to break apart at the hinges.Overall as a game it's terrific having more spaces and tiles to play with as it makes for a much more interesting and challenging game.",0
"Returning this today!: I was very disappointed with the Super Scrabble. I had hoped to find a Deluxe version that I had several years but this was the closest I could find. The description states it can be rotated around which I thought would be like the old deluxe version on a lazy susan. Not so. We had to slide this around on little ""ball baring"" feet which wasn't very helpful. Also, we began a game and wanted to continue it later. I went to pick up the board and it came apart at the middle seem where it was assembled. The only part that was okay are the plastic separators to help keep the tiles organized on the board. This was a gift for an elderly parent and it was frustrating for me! I am returning it today.",0
"Fragile Scrabble Game: This is a very cool Scrabble game. However, it arrived damaged, one of the little plastic hinges was broken upon arrival. It was a Fathers Day gift. We played it that evening and the tiles wouldn't sit flush because of the broken hinge. I have emailed the company twice with no response.",0
"super scrabble deluxe edition: I was very disappointed in the workmanship of this game. It was poorly made and it did not look like it would withstand years of playing. I owned this game in the past, but it was made by Milton Bradley. This particular game was made by the Hasbro Co. I think Milton Bradley game was of excellent quality. In the future, I will only buy games made by Milton Bradley.",0
"Very disappointed: For the amount of money paid for this game, we were very disappointed in how cheaply it was made. It is basically two pieces of plastic with cardboard sandwiched between them. The plastic is warped so much that the tile letters do not lay flat. The board folds in the middle and the two pieces do not even meet correctly, with one side raised higher than the other. As a result, all tiles placed on squares that run down the middle of the board, do not lay flat. There are several warped areas that lift up throughout the board that will pop if you press down on it, making the tiles pop up in the air.The concept is great. The product is not.",0
"GREAT GAME: It took me a couple of Scrabble games before I finally ""bit the bullet"" and paid the extra cost for this Super Scrabble Deluxe Edition.It is well worth the extra money. Not only are the tiles secured to the board, it slides with such ease on the table you hardly know it's moving.The only problem, if you want to fuss, is that the tiles are harder to put back into the box for storage since they are so secure in their raised squares. Oh well. It would be nice if someone would come up with a magnetic board and tiles game, but so far this doesn't exist.Any entrapreneurs out there?",1
"Super scrabble Deluxe: We love this game! More spaces, and more letters, and the extrs bonus squares make it lots more challenging and fun.Super Scrabble Deluxe Edition",1
"beware the board: WE love Scrabble. The Deluxe version is terrific, the one downside is the board. The seam in the middle lets the tiles wobble that are in the ""seam line"" and the little plastic hinges broke the second time we used the board. A very disappointing design flaw! Being creative, I have managed to effect a repair that has made the board sturdier, to bad the design team couldn't have done the same. I also made a platform for the game to sit on as the ballberrings can and will scratch whatever surface the game is placed on, another design flaw. Games can last longer and are more challenging with the extra space and letters. We truly enjoy it.",1
SUPER SCRABBLE DELUXE EDITION: IT BRINGS BACK THE FUN WE USED TO HAVE PLAYING THE GAME.ALL THE PIECES STAY IN PLACE WHENEVER THE GAME BOARD IS BUMPED,1
Scrabble game.: Ordered as new. Received as used. Should be better informed.. Price was different. Otherwise we are very happy with the game. Jack OB,1
SUPPER DUPPER: ;IT WAS FOR MY DAUGHTER IT WAS DELIVERED PROMPTLY AND IT WAS EXACTLY WHAT SHE WANTED. i WOULD RECCOMEND IT TO SCRABBLE LOVERS WHO LIKE MORE CHALLENGE THAN THE ORIGINAL GAME.,1
not quality expected: Looked around for nice scrabble games with the interlocking tiles. Thought this one looked good and appeared to be high quality but when received it was cheap plastic tiles. Very disappointed.,0
"High price for poor quality: I have the Milton Bradley 50th Anniversary version of Scrabble and I like the quality of the game board and accessories. Thinking that this Hasbro version would be a new and interesting addition to the Scrabble line, I bought it as a gift for my friend. Unfortunately, when my friend opened it, I was embarrassed when I saw how cheap it looked. I paid way too much for a product of cheap quality. I'll stick with the Milton Bradley line in the future.",0
Super scrabble board not made well: I do like the expanded version. I am not happy with how poorly the board is constructed. I received it in a broken state. Plastic hinges are not strong enough to hold the boards weight. I had to glue and tape it together so it will not fall apart anymore. Pretty pricey for poor weak plastic design.,0
"Pleasurably Stretching Our Minds: Me Mum and I have been playing Scrabble daily for a long time but to now have a bigger board...more tiles and a board that sports raised plastic slots for the placement of each and every tile...well it almost feels a guilty pleasure indeed...Thanx and best wishes from...Kathryn Herriott Hunt...her Mum and what we feel is the requisate canine crowd ""cheering"" us on...",1
"disappointed avid scrabble payer: I play scrabble a few times a week with my wife and enjoy the challenges and creativity of it. We also enjoy the ""Upwards"" version of Scrabble. We decided to buy Super Scrabble and were very disappointed for many reasons. First the placement of the bonus squares weren't well planned. For example double word bonus squares are too close together so that one word can easily cover two of them. There are too many qualdruples scores leading to scores of over 700 for each player. The main drawback is that with 200 tiles it takes more than 3 hours to complete a game so we end up setting an end time which loses some of the challenges of using up all of the letters. Additionally some of the tiles have faded letters so the quality is poor and not in line with what is charged for the game. We've stopped playing it and will probably donate it to charity.",0
"More Interesting than Regular Scrabble!: The addition of so many extra tiles, plus the quadruple point score, made for a very exciting game. It takes longer than a typical regular Scrabble game, but the game holds our interest very well (so many possibilities!!). The raised board is wonderful, and it rotates very well. The only problem we encountered was when trying to put the game away...it's very hard to get the tiles back into the bag. They can't just slide in the way they would if the spaces weren't raised. But this is a minor flaw - the game itself is GREAT! Definitely recommended!",1
"Very good but larger than normal: Overall this is a very nice deluxe set. I was a bit surprised that the board has more spaces, and tiles than a standard Scrabble board. Games take longer and have more possibilities than normal but it is still the same Scrabble.",1
"Super Scrabble, not for the light hearted!!!: If you like scrabble you will LOVE Super Scrabble. More tiles and larger game board allows you to spell bigger words for bigger points! Please note however that the game takes twice as long because of the 200 letter tiles as opposed to the 100. The deluxe edition features a rotating board but it is not on a turntable. It is set with ball bearings allowing it to turn on a stable hard surface. Just don't set on anything you don't want to have scratched. Highly recommend.",1
"Poor quality board.: I gave this to my mother as a gift. After she took it on a trip to my sister's, they recommended I return it. The board folds in half, unlike the Deluxe Edition of the regular Scrabble game. The board is flimsy and didn't lay flat along the fold line, so the letters wouldn't lie flat. I was disappointed, to say the least. We love playing Scrabble, so my gripe is only about the board quality.",0
Super Scrabble: I played this game while visiting my Aunt and Uncle in FL and we had so much fun that I had to buy it when I got back to NY. The only problem I had was that the fold on the board doesn't allow the letters there to lay flat.,1
"Better than the original: Super Scrabble is what the original game wanted to be. With over 400 spaces (instead of the old 225), and quadruple scoring spaces, it's hours of fun! The deluxe game board has rollers on the bottom that make it easier to rotate the board, as long as you have a smooth table under it. The board is hinged in the center for storing, but be careful - the hinges are plastic and can come apart easily. The game board has a raised grid, eliminating the old problem of the letter tiles wandering off their spaces. Even if you've played the old game for years (which our family has), you'll want to play this one even more.",1
"Not happy with: For the price of this item roller balls are worthless, should have been on lazy susan style. Very shabbily made and must be very careful when opening and closing game. Would not recommend to anyone.",0
"Best game in a long time: I have a group of friends and we love playing Scrabble. I have all the types of scrabble (raised letter board, rotating board, but the new super scrabble with all the above features is the greatest. I love it so much I bought 3 for gifts. Its an evening of fun, for the whole family as well as friends. My grand kids also love to play.",1
"Super Deluxe Scrabble Edition: Very unhappy. Ordered this item specific to details. We received a super deluxe scRabble edition but not the one we ordered. Instead we got plastic letters not wood, a board with plastic nubs to keep letters in place rather than raised edges. It didn't rotate. I was so excited when I made the order and so disappointed when it was delivered. I don't have the time or energy to do all that is required to return it! It makes me Leary of ever ordering anything again online.",0
"great gift for my son's new friend in Korea.: The board turns 360 degrees and rolls smoothly, which makes it easy to look at the words right side up without moving around.",1
"Poor Quality: although scoring is crazy high, you would think for the price they would have made it on a turntable and with wood, not cheap plastic- hence DELUXE it is not",0
scrabble board complaint: The concept is great but the design is terrible. Two of our hinged boards have broken at the hinge with very gentle use. The larger board should be redesigned like the Milton Bradley Deluxe Edition with grid and turntable - a much better design.,0
Not what I was looking for: Was not what I expected. I was wanting the regular Scrabble gamewithout all the extras. Order a different one later,0
"Super Scrabble Deluxe Edition: I hadn't played Scrabble for years but a friend wanted to play. So, ahead of time I bought this and I'm really glad I did. We had a blast on it, although I kept losing, and I would reccomend this game to my friends & family too. Buy it! It really is a lifetime investment!",1
Poor quality: Poorly and cheaply made. Board comes apart at hinges with little effort. Not at all what we expected! Miss our old board terribly!,0
"scrabble can't miss: Scrabble has always been a great educational game. The first Super scrabble board I had was like the old boards, with tiles that could be bumped out of place. This board solves that problem. My only knock is that the board will not turn easily unless you're on a totally flat surface. But hey, what's perfect?",1
Super Scrabble: we've been playing Scrabble for years and actually wore out the Super Scrabble we had. This one is so well made I expect it to last a life time.,1
not so good: This game is not very good board was connected in middle with hinges and was not even. the middle row of letters tilted. Would rather have a board in one piece.,0
Terrific Series: I love Midsomer Murders. When I could no longer get it on TV I began ordering them in DVD format and I love them! It's wonderful to be able to watch them whenever I please. This seller is great. Good customer service and prompt mailing. High recommendation for both the movie and seller.,1
"Smells like The Green Tree: It smells like the green tree, over-powering, no jasmine scent. I had it in my car for 15 minutes and threw it away. It took a week for the smell to go away. Yuck",0
Great Product!: I've been looking for a high quality belt to wear at work. This is it! The materials are of the best quality and the workmanship is beyond compare.I haven't seen such a fine quality leather product for many years.,1
"A rich cultural twist to old holiday favorites.: This CD was a great treat! Old holiday favorites that were hit with a Cajun fiddle and a whole new soule. My personal favorite is the first cut, Up on the Roof Top, which contains some verses in French. Hadley Castille and the Lousiana Cajun Band put a lot of heart into their music that you can't miss when you listen to it.I have been blessed with the opportunity to see them live twice. What a treat! Hadley gives little tid-bits about Lousiana history with that southern charm that he's famous for. History has never sounded so good. They are a great bunch of guys who love to make great music so sit back and enjoy.",1
"15 years later, still no proof: This book was written because the author claims that she instantly healed herself of cancer. (yes, I'm serious) 15 years after the magical moment, it has been discovered that she never had cancer, which makes it impossible to heal. This, and her other books, have mislead people into believe that the ""product"" works- which is her technique that she claims she channeled from God. There is no proof that this whole ""DNA Activation"" thing works AT ALL, but it's claimed to make people younger. So, why is the author aging? And why are people still dying of cancer (and other ailments).This books is worthless. No, wait. You can use a page of it if you have a wad of gum to throw away and lost the wrapper.",0
